Date,Site_ID,Species,Site,Ind_No,Sex,Juv_Adult,Age,Basal_cm,Height_in,Growth_Rate,Canopy_in_1,Canopy_in_2,Canopy_area_in2,Fruit_no,Total_Est,Total_Fruit_No,Huber_Value,HV_m2_cm2,Total_Lvs,WD,Ks,Huber_Value_Units,KL_Units,TotalAssim,BW_fresh_avg,BW_dry_avg,Stem_Diam_Avg_mm,Photo,Trmmol,Cond,WUE_Intrinsic,photo_area,Thick_cm,Area_cm2,LMA_g.cm2,LWR,Hole_mass,LD_g.cm3,KS_In_Ex,Counts_Avg_Top,SP_Length_Avg_Top,Counts_Avg_Bottom,SP_Length_Avg_Bottom,Density_mm2_Top,Length_mm_Top,SPI_Top,Density_mm2_Bottom,Length_mm_Bottom,SPI_Bottom,Stom_Notes
July_27_2016,McGregor,PRLA,McGregor,12,mon,Juvenile,6,1.9,33,5.5,11,11,95.03317777,.,.,.,25109.73,2.510973,192,0.468070879,1.161818374,3.98555E-05,4.63049E-05,325685.0141,1.81,1.413,6.565,12.9803473,0.850729551,0.119850598,108.3044016,6,0.070666667,13.43597,0.030961665,3.215066667,.,0.438136767,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,13,mon,Juvenile,6,2.1,30,5,20,19,298.4513021,.,.,.,14148.07,1.414807,42,0.541984698,1.616441316,7.0681E-05,0.000114252,208640.5944,1.613,1.4795,4.14,14.74692718,0.758932904,0.100816097,146.2755217,6,0.073,20.66465,0.032567694,3.580961546,.,0.446132795,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,14,mon,Juvenile,6,1.7,33,5.5,23,17,307.0906819,.,.,.,12736.55,1.273655,38,0.566918146,1.649744955,7.86246E-05,0.000129711,207221.6294,1.2955,1.1695,3.555,16.29272123,1.177697416,0.174718522,93.25125375,6,0.061933333,21.51694,0.027606156,4.880729383,.,0.445739873,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,15,mon,Juvenile,5,1.5,31,6.2,14,10,109.9557429,.,.,.,8713.72,0.871372,31,0.604053056,1.872146531,0.000114907,0.000215124,116779.841,1.5585,0.959,3.935,13.41887152,0.979113059,0.128099124,104.7538117,6,0.0631,17.22451,0.027112527,4.105306122,.,0.429675547,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,16,mon,Juvenile,6,1.7,44,7.333333333,19,14,208.9159115,.,.,.,23425.67,2.342567,146,0.532152012,1.113045766,4.26882E-05,4.75139E-05,301515.1448,1.7195,1.7195,6.88,12.87114361,0.886821782,0.1232964,104.391885,6,0.064933333,15.44104,0.030891702,4.306246545,.,0.4757449,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,17,mon,Juvenile,6,2,28,4.666666667,14,21,230.90706,.,.,.,8968,0.8968,30,0.557227237,1.367906861,0.000111508,0.000152532,124629.67,1.486,1.486,3.12,13.89714825,0.834481862,0.120135719,115.6787371,6,0.073233333,15.46167,0.029556962,4.406920285,.,0.403599847,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,18,mon,Juvenile,7,2,39,5.571428571,17,15,200.2765317,.,.,.,13456.05,1.345605,58,0.589154852,1.271552903,7.4316E-05,9.44968E-05,199265.8791,1.7935,1.7935,4.93,14.80864954,1.658918512,0.268698684,55.11247513,6,0.055066667,21.01736,0.026121264,4.160266458,.,0.474357092,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,19,mon,Juvenile,7,1.8,30,4.285714286,18,10,141.3716694,.,.,.,7091.27,0.709127,25,0.567244806,1.975661317,0.000141239,0.000279041,89987.26248,1.481,1.1475,3.195,12.70971751,1.343337868,0.194709748,65.27519881,6,0.0632,12.2059,0.028019237,4.257049113,.,0.443342358,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,20,mon,Juvenile,6,1.5,30,5,17,12,160.2212253,.,.,.,14230.44,1.423044,62,0.59437572,1.811354877,7.03642E-05,0.000127455,213325.8879,1.8845,1.746,3.805,15.01051184,1.405691148,0.214605029,69.94482799,6,0.061833333,17.10229,0.029586681,4.289111111,.,0.4784908,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,21,mon,Juvenile,5,1.1,28,5.6,15,13,153.1526419,.,.,.,9105.48,0.910548,68,0.593447008,6.530764963,0.000109824,0.000717234,137746.0577,1.1445,0.915,2.31,15.12781142,1.250314587,0.302605376,49.99187926,2.61,0.0528,3.480555,0.02735196,21.42454444,.,0.518029545,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,22,mon,Juvenile,5,1,9,1.8,9,10,70.68583471,.,.,.,3650.62,0.365062,33,0.476004284,8.72113418,0.000274774,0.002396343,31354.92937,0.8805,0.6355,1.615,8.615525689,2.017646186,0.161710305,53.27753039,3.02,0.051066667,2.834165,0.025016186,11.19097436,.,0.489873091,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,23,mon,Juvenile,6,1.2,23,3.833333333,16,15,188.4955592,.,.,.,5959.18,0.595918,61,0.547095833,5.229955266,0.000167808,0.000877631,101390.0468,0.916,0.8385,2.68,17.01410689,1.367755032,0.137008539,124.1828211,2.01,0.049733333,3.5934,0.028900206,23.02742839,.,0.581103342,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,24,mon,Juvenile,5,0.8,11,2.2,10,5,39.26990817,.,.,.,4611.3,0.46113,45,0.562434968,8.215205829,0.000217366,0.001785709,80638.23288,0.9245,0.871,2.135,17.52803857,2.376584605,0.255406054,68.62812488,3.1,0.050244444,3.298983333,0.027978317,17.2604569,.,0.556843997,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,25,mon,Juvenile,5,1.6,24,4.8,19,25,373.0641276,.,.,.,3379.17,0.337917,57,0.482066354,5.15228796,0.000296554,0.001527932,39746.92362,1.0285,1.024,2.375,11.7871089,1.74641942,0.159571569,73.86722443,2.39,0.044033333,1.6375,0.023491094,20.82931746,.,0.533484349,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,26,mon,Juvenile,5,1.7,37,7.4,17,18,240.331838,.,.,.,11254.46,1.125446,117,0.512110349,2.60343957,8.88537E-05,0.000231325,143724.4126,1.2195,0.9065,3.43,12.77044315,2.054302179,0.175364151,72.82242737,3.39,0.043116667,4.425,0.024881356,18.62850124,.,0.577070486,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,27,mon,Juvenile,6,2.5,41,6.833333333,34,33,881.2167393,.,.,.,11293.49,1.129349,116,0.611104838,2.60263257,8.85466E-05,0.000230454,138826.2176,1.233,0.941,4.17,12.29258868,1.474523828,0.127646516,96.3017955,3.57,0.0555,6.25938,0.03049024,15.80404265,.,0.549373694,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,28,mon,Juvenile,5,0.8,28,5.6,17,15,200.2765317,.,.,.,10987.53,1.098753,146,0.504847877,3.829601308,9.10123E-05,0.000348541,111162.4628,0.901,0.617,3.35,10.11714911,1.592842111,0.129511767,78.11760541,2.65,0.050166667,4.20052,0.025068325,22.28968687,.,0.499700827,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,29,mon,Juvenile,4,0.8,27,6.75,10,9,70.68583471,.,.,.,9912.1,0.99121,121,0.549015467,4.330570246,0.000100887,0.000436897,119840.7097,0.7705,0.651,2.77,12.09033938,2.218891322,0.186976221,64.66244379,2.82,0.048883333,3.653645,0.023935002,16.31983846,.,0.48963523,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,30,mon,Juvenile,5,1.5,34,6.8,19,20,298.4513021,.,.,.,9459.52,0.945952,94,0.506839668,4.396291387,0.000105714,0.000464748,127337.2135,1.0475,0.8705,2.77,13.46127149,2.398259971,0.192152945,70.05498401,2.74,0.053616667,4.64649,0.027397024,19.02625,.,0.510979618,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,31,mon,Juvenile,4,1.4,22,5.5,12,11,103.6725576,.,.,.,7765.64,0.776564,72,0.582586082,4.718643254,0.00012904,0.000608894,100496.4164,0.919,0.9535,2.405,12.96807105,2.373413166,0.173404375,74.7851434,2.38,0.05385,4.334965,0.026274722,15.47097619,.,0.487924271,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,32,mon,Juvenile,5,0.8,26,5.2,9,8,56.54866776,.,.,.,8368.34,0.836834,78,0.534498232,6.928927862,0.000119726,0.00082957,108529.307,1.032,0.686,2.625,12.99374092,2.180621643,0.179258412,72.4860874,3.45,0.0527,4.752775,0.02726828,16.9372098,.,0.517424668,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,33,mon,Juvenile,6,1.5,23,3.833333333,12,13,122.5221135,.,.,.,11524.55,1.152455,116,0.489272696,7.390318405,8.69571E-05,0.000642641,135462.2659,0.9345,0.9385,2.335,11.77940626,2.016003481,0.150120087,78.46655631,2.15,0.050666667,4.030035,0.02599233,23.91465556,.,0.51300651,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,34,mon,Juvenile,5,1,32,6.4,13,12,122.5221135,.,.,.,12836.68,1.283668,206,0.538786624,4.025622823,7.79018E-05,0.000313603,153598.3002,0.9315,1.0705,3.83,11.96557698,1.720701665,0.139811523,85.58362518,2.83,0.0527,3.50368,0.025972692,11.7239836,.,0.492840455,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,35,mon,Juvenile,5,1.2,29,5.8,21,18,296.8805058,.,.,.,10447.05,1.044705,96,0.552459518,5.008128387,9.58873E-05,0.000480216,125295.7623,0.9885,0.878,2.875,12.01426841,1.822356651,0.154996942,77.51293835,2.54,0.0553,4.35906,0.026714475,20.90176667,.,0.483082731,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,36,mon,Juvenile,6,1.3,29,4.833333333,18,15,212.0575041,.,.,.,10882.38,1.088238,131,0.551654965,3.841690503,9.18917E-05,0.000353019,143800.368,1.0695,0.9595,3.8,13.21405949,2.234342464,0.206056733,64.12825875,2.64,0.055583333,4.83163,0.030600439,22.3119,.,0.550532639,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,37,mon,Juvenile,6,1.4,40,6.666666667,17,15,200.2765317,.,.,.,10291.97,1.029197,93,0.552613254,4.027533665,9.73084E-05,0.000391913,108095.5011,0.933,0.876,3.345,10.51859632,1.833041248,0.146396091,71.85025398,2.73,0.048466667,5.288715,0.026131111,20.20875,.,0.539156344,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,38,mon,Juvenile,5,1.4,30,6,17,17,226.9800692,.,.,.,11947.3,1.19473,177,0.497843897,3.218373119,8.38187E-05,0.00026976,168261.7859,1.1045,0.9095,3.555,14.10347833,2.434781555,0.219325118,64.3039815,2.42,0.051833333,3.181665,0.027501324,20.50770917,.,0.530572171,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,39,mon,Juvenile,5,1.4,39,7.8,16,19,238.7610417,.,.,.,11478.66,1.147866,110,0.544396347,3.857915707,8.71182E-05,0.000336095,124081.5826,0.882,0.7915,3.47,10.80976205,1.969923901,0.177487946,60.90420388,2.88,0.054016667,6.036145,0.032479339,17.34847176,.,0.601283656,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,40,mon,Juvenile,6,2.4,41,6.833333333,25,14,274.8893572,.,.,.,14622.07,1.462207,220,0.561602162,3.69465661,6.84652E-05,0.000252955,150255.0231,1.4325,1.218,4.535,10.28723714,1.95070753,0.162985239,63.11760012,3.06,0.055666667,6.473195,0.029374984,17.60738731,.,0.52769432,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,1,mon,Adult,16,7.5,113,7.0625,59,63,2919.324973,4,Total,4,9147.16,0.914716,35,0.600053435,0.595240718,0.000109436,6.51408E-05,132644.6729,2.7825,2.7105,4.855,14.51612135,1.814241731,0.171772038,84.508058,6,0.07,18.88248,0.035694464,5.295313882,.,0.509920914,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,2,mon,Adult,21,22,143,6.80952381,156,146,17888.22857,123,Total,123,13018.51,1.301851,41,0.450790574,1.073113618,7.68137E-05,8.24299E-05,227408.4733,2.2015,1.406,4.97,17.46809428,1.989271561,0.200775453,87.00313718,6,0.074466667,29.21165,0.03320593,3.730946669,.,0.445916695,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,3,mon,Adult,27,10.5,141,5.222222222,138,122,13222.96348,62,Total,62,11862.45,1.186245,29,0.535087405,1.12743067,8.43925E-05,9.51467E-05,138125.3089,2.194,1.616,4.535,11.65674656,1.87155728,0.178455412,65.32021881,6,0.0733,23.74402,0.034998286,4.580954191,.,0.477466385,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,4,mon,Adult,12,5.2,100,8.333333333,63,49,2424.52413,18,Total,18,10101.07,1.010107,34,0.576909727,0.922810107,9.9109E-05,9.14588E-05,136900.4351,1.6695,1.6525,4.515,13.568066,2.346243859,0.239642649,56.61791028,6,0.0614,27.62808,0.030874386,4.535961131,.,0.502840163,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRLA,McGregor,5,mon,Adult,22,9.1,106,4.818181818,121,76,7222.521511,13,Total,13,13033.11,1.303311,40,0.519256886,1.896877629,7.68347E-05,0.000145746,183295.8268,1.766,1.519,3.585,14.0834771,1.922301044,0.175796117,80.11256073,6,0.066,17.44315,0.034684102,3.997456293,.,0.525516697,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,1,mon,Adult,12,8.4,67,5.583333333,65,71,3624.612524,42,Total,42,15031.92,1.503192,163,0.504050222,1.15246901,6.66217E-05,7.67794E-05,247326.0339,1.513,1.1825,3.445,16.47727413,2.722735146,0.230720023,71.41674969,3.41,0.05315,4.75056,.,16.02551659,.,.,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,2,mon,Adult,12,9.1,77,6.416666667,93,84,6135.530452,81,Total,81,8786.31,0.878631,51,0.581745236,1.710589341,0.000113999,0.000195006,105242.4496,1.2615,1.458,3.065,11.99754773,1.93105801,0.16966102,70.71481552,4.19,0.0602,7.33531,0.034995113,12.91382786,.,0.581314169,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,3,mon,Adult,12,8.1,105,8.75,53,54,2247.809544,31,Total,31,10114.13,1.011413,78,0.491056503,1.76836339,9.88715E-05,0.000174841,142345.7894,1.3095,1.3945,2.97,14.0739464,1.816214745,0.150598801,93.45324336,3.76,0.063766667,6.088095,0.035815801,16.02780612,.,0.561669642,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,4,mon,Adult,12,7.9,85,7.083333333,90,95,6715.154297,85,Total,85,10740.85,1.074085,62,0.625671226,1.749652523,9.32388E-05,0.000163136,154257.4249,1.0175,0.918,3.415,14.38278062,2.28782831,0.201637169,71.33000672,4.38,0.04945,7.961805,0.031575754,13.67019071,.,0.638539009,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_27_2016,McGregor,PRRE,McGregor,5,mon,Adult,13,8.9,102,7.846153846,63,66,3265.685563,64,Total,64,10111.31,1.011131,65,0.563009784,1.367129948,9.90506E-05,0.000135415,165275.3774,1.266,1.0695,3.265,16.37062009,2.071926122,0.205066375,79.8308357,4.02,0.05795,7.20114,0.033328056,14.25600907,.,0.575117446,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,6,mon,Adult,12,8.5,97,8.083333333,83,101,6583.992804,44,Total,44,5224.89,0.522489,48,0.563092787,2.567643701,0.000191703,0.000492224,84654.49869,1.1565,1.309,3.075,16.22850072,1.378471641,0.197803309,82.04362608,3.74,0.057883333,5.404545,0.031343989,18.65486032,.,0.541502836,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,7,mon,Adult,10,6.3,59,5.9,58,60,2733.185609,28,Total,28,10392.95,1.039295,61,0.513836592,1.710585687,9.62191E-05,0.000164591,134118.1491,1.121,1.289,2.85,12.90472706,1.204574043,0.158823745,81.2518749,3.15,0.0475,5.756265,0.038141052,15.60851701,.,0.802969516,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,8,mon,Adult,14,5.4,67,4.785714286,57,69,3088.970977,24,Total,24,13924.9,1.39249,102,0.572483111,0.535957761,7.18138E-05,3.84892E-05,173714.3957,1.921,1.7365,4.79,12.47508939,0.992808409,0.109970542,113.4402829,3.29,0.0474,8.25965,0.035612889,17.55444078,.,0.751326772,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,9,mon,Adult,11,6.5,102,9.272727273,129,117,11854.01448,105,Total,105,9424.59,0.942459,65,0.560171079,2.760028602,0.000106105,0.000292854,140224.0722,0.9005,0.994,3.2,14.87853683,1.315962311,0.19054132,78.08561854,3.29,0.046816667,8.37623,0.033648789,22.74755049,.,0.718735253,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,10,mon,Adult,15,12.8,90,6,127,123,12268.70471,76,Total,76,9485.04,0.948504,94,0.577313335,1.23275755,0.000105559,0.000130128,139654.1427,1.4185,1.4565,4.075,14.74168312,0.864152067,0.124804661,118.1180495,2.74,0.056633333,5.862395,0.034132807,22.15043933,.,0.602698185,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,11,mon,Adult,12,6,69,5.75,90,69,4877.322595,71,Total,71,9921.68,0.992168,79,0.495510436,1.329612495,0.000100789,0.000134011,123882.8439,1.346,0.953,3.77,12.48607653,1.150652029,0.158250735,78.90059108,3.95,0.050166667,7.475265,0.033791444,14.45863999,.,0.673583597,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,12,mon,Adult,12,6.9,77,6.416666667,77,92,5563.76059,59,Total,59,11903.86,1.190386,118,0.597122106,1.886081702,8.41197E-05,0.000158657,258243.474,1.192,1.183,3.705,21.72336786,2.317532179,0.317438352,68.43334374,1.84,0.0442,8.822145,0.029692325,22.7772932,.,0.671772059,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,13,mon,Adult,13,15.2,113,8.692307692,163,108,13826.14927,108,Total,108,11767.33,1.176733,103,0.470403458,1.142498795,8.4981E-05,9.70907E-05,119398.8383,1.414,1.21,4.54,10.14663581,1.124390738,0.16055331,63.19792354,4.32,0.064533333,9.17149,0.031995892,17.88558775,.,0.495804114,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,14,mon,Adult,14,8,87,6.214285714,123,100,9660.39741,58,Total,58,10224.37,1.022437,49,0.561316978,1.86447637,9.78055E-05,0.000182356,99522.17226,0.9895,1.068,3.21,9.73381587,1.170598674,0.132136622,73.66478515,4.67,0.05265,9.396255,0.030772898,19.21790003,.,0.584480494,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,15,mon,Adult,13,7.3,97,7.461538462,79,72,4467.344753,49,Total,49,14768.12,1.476812,139,0.589099352,1.053519164,6.77811E-05,7.14087E-05,192700.2102,1.759,1.5755,5.005,13.06142864,1.152145423,0.081742815,159.7868711,3.98,0.051716667,7.19818,0.03286942,18.36269639,.,0.635567253,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,16,mon,Adult,11,6.1,81,7.363636364,71,57,3178.506367,35,Total,35,13839.79,1.383979,84,0.608762704,1.712711844,7.22554E-05,0.000123753,.,1.226,1.4275,3.95,.,.,.,.,.,.,.,.,.,.,.,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,17,mon,Adult,13,4.333333333,96,7.384615385,66,62,3213.849285,51,Total,51,11180.65,1.118065,121,0.546193035,2.48382574,8.94402E-05,0.000222154,.,1.174,1.399,3.5,.,.,.,.,.,.,.,.,.,.,.,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,18,mon,Adult,14,7.9,83,5.928571429,56,54,2375.044046,66,Total,66,10312.88,1.031288,67,0.52557673,1.605425583,9.70999E-05,0.000155887,.,2.2175,1.544,3.625,.,.,.,.,.,.,.,.,.,.,.,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,19,mon,Adult,14,7.1,74,5.285714286,74,76,4417.079271,92,Total,92,18432.74,1.843274,145,0.531156451,1.959494875,5.42513E-05,0.000106305,.,1.3725,1.3745,4.57,.,.,.,.,.,.,.,.,.,.,.,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRRE,McGregor,20,mon,Adult,12,6.4,77,6.416666667,78,70,4288.273972,24,Total,24,12791.63,1.279163,117,0.559983838,1.985303572,7.81761E-05,0.000155203,.,1.21,1.2705,3.95,.,.,.,.,.,.,.,.,.,.,.,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,21,mon,Juvenile,7,1.5,28,4,21,13,214.4136986,.,.,.,13179.43,1.317943,61,0.545171133,2.66455909,7.5973E-05,0.000202434,184905.2567,1.1355,0.947,3.905,14.0477995,1.129488736,0.077590112,181.0514141,6,0.041633333,17.43217,0.022429795,5.950506303,.,0.538746081,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,22,mon,Juvenile,6,2.1,30,5,14,8,87.9645943,.,.,.,18120.53,1.812053,67,0.444632868,1.908823679,5.52498E-05,0.000105462,339116.1949,1.205,1.051,4.325,18.73610539,1.585897423,0.233996537,80.07001142,6,0.041266667,22.17964,0.021911988,6.486323619,.,0.530985165,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,23,mon,Juvenile,5,1.9,37,7.4,16,12,150.7964474,.,.,.,12481.67,1.248167,61,0.434243908,1.494463473,8.01175E-05,0.000119733,178306.3688,1.3255,1.285,4.32,14.28545357,1.188809152,0.167529773,85.27113309,6,0.0471,20.08597,0.025938503,7.502973937,.,0.550711316,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,24,mon,Juvenile,5,1.7,26,5.2,18,16,226.1946711,.,.,.,13592.24,1.359224,54,0.538199966,2.214711713,7.3663E-05,0.000163142,235070.23,1.007,0.968,4.015,17.315979,1.394335617,0.19814998,87.38824501,6,0.040533333,19.95582,0.022048706,5.605946733,.,0.543964791,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,25,mon,Juvenile,5,1,29,5.8,12,8,75.39822369,.,.,.,14520.37,1.452037,83,0.497034776,0.759589466,6.88688E-05,5.2312E-05,220454.0051,1.332,1.4285,4.9,15.18239648,1.274260797,0.170950385,88.81171271,5.1,0.0446,20.11353,0.022522153,6.005240889,.,0.504981009,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,26,mon,Juvenile,5,1.1,27,5.4,14,10,109.9557429,.,.,.,16887.09,1.688709,88,0.562557237,1.721061792,5.92168E-05,0.000101916,171273.5431,1.222,1.117,4.49,10.14227479,0.765434252,0.094716171,107.0807095,6,0.043933333,19.23006,0.025070125,6.669073088,.,0.570640179,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,27,mon,Juvenile,4,1,20,5,14,10,109.9557429,.,.,.,13705.54,1.370554,44,0.483267986,1.804435573,7.30858E-05,0.000131879,129249.7379,1.0305,1.02,2.975,9.446326145,0.814819378,0.10081552,93.69912633,5.49,0.048433333,16.37173,0.023210742,7.460278809,.,0.47923074,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,28,mon,Juvenile,5,0.9,22,4.4,11,9,77.75441818,.,.,.,8683.34,0.868334,45,0.518083175,2.211861591,0.000115163,0.000254725,135495.1108,0.8775,0.8835,3.06,15.60403173,2.132831074,0.316264882,49.33849004,4.25,0.038233333,10.1913,0.01923209,7.702745033,.,0.503018923,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,29,mon,Juvenile,4,0.8,17,4.25,15,15,176.7145868,.,.,.,9627.33,0.962733,40,0.508103257,3.261549171,0.000103871,0.00033878,168968.5699,1.025,0.9005,2.6,17.55091899,0.997956524,0.118043589,148.6816789,6,0.0392,13.35831,0.020661296,4.894794435,.,0.527073878,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,30,mon,Juvenile,5,1.6,32,6.4,23,25,451.603944,.,.,.,18282.83,1.828283,72,0.478414987,2.415137798,5.47563E-05,0.000132244,284709.5877,1.174,1.398,4.545,15.58964006,0.493679014,0.055142825,282.7138446,6,0.0425,20.77878,0.025795547,6.700756107,.,0.606954047,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,31,mon,Juvenile,5,1.5,37,7.4,24,23,433.5397862,.,.,.,15699.65,1.569965,53,0.506975472,2.732850251,6.36957E-05,0.000174071,193810.9193,0.8135,1.01,3.25,12.34492035,1.3744244,0.166369338,74.20189621,6,0.0449,16.33283,0.022531307,5.733261004,.,0.501810846,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,32,mon,Juvenile,5,1.3,37,7.4,15,10,117.8097245,.,.,.,15997.36,1.599736,57,0.455420315,2.045900747,6.25925E-05,0.000128058,191572.637,1.235,1.234,3.805,11.9910029,1.457116145,0.182598766,65.66858672,6,0.045733333,16.51059,0.023742337,7.289451827,.,0.519147314,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,33,mon,Juvenile,5,1.6,28,5.6,20,14,219.9114858,.,.,.,16753.78,1.675378,87,0.50608865,1.595019957,5.9688E-05,9.52036E-05,246695.3695,1.453,1.405,5.11,14.72475464,1.316905317,0.16425699,89.64461506,6,0.045466667,20.15908,0.023909821,5.176895793,.,0.525875825,Exclude,.,.,.,.,.,.,.,.,.,.,.
July_28_2016,McGregor,PRNE,McGregor,34,mon,Juvenile,6,0.9,24,4,13,8,81.68140899,.,.,.,18070.19,1.807019,106,0.484945402,2.188334032,5.53398E-05,0.000121102,232766.8027,1.1445,1.473,4.16,12.88125935,1.406305388,0.167540447,76.88447525,5.13,0.046966667,16.62834,0.024356009,6.135663063,.,0.518580742,Exclude,.,.,.,.,.,.,.,.,.,.,.
